"Marca temporal","Puntuación total","Are you familiar with Web Services?","Are you familiar with Web Services? [Puntuación]","Are you familiar with Web Services? [Comentarios]","Are you familiar with REST APIs?","Are you familiar with REST APIs? [Puntuación]","Are you familiar with REST APIs? [Comentarios]","Are you familiar with GraphQL?","Are you familiar with GraphQL? [Puntuación]","Are you familiar with GraphQL? [Comentarios]","How many Web APIs have you developed? ","How many Web APIs have you developed?  [Puntuación]","How many Web APIs have you developed?  [Comentarios]","Have you used any semantic technology (e.g. RDF, SPARQL, OWL, among others)?","Have you used any semantic technology (e.g. RDF, SPARQL, OWL, among others)? [Puntuación]","Have you used any semantic technology (e.g. RDF, SPARQL, OWL, among others)? [Comentarios]","If the answer to the previous question was yes, please specify the semantic technologies you are used to.","If the answer to the previous question was yes, please specify the semantic technologies you are used to. [Puntuación]","If the answer to the previous question was yes, please specify the semantic technologies you are used to. [Comentarios]","Executing the GET operation on the API path /resources would return:","Executing the GET operation on the API path /resources would return: [Puntuación]","Executing the GET operation on the API path /resources would return: [Comentarios]","Executing the GET operation on the API path /resources/{resources-id} would return:","Executing the GET operation on the API path /resources/{resources-id} would return: [Puntuación]","Executing the GET operation on the API path /resources/{resources-id} would return: [Comentarios]","Executing the GET operation on the API path /resources?query=”value” would return:","Executing the GET operation on the API path /resources?query=”value” would return: [Puntuación]","Executing the GET operation on the API path /resources?query=”value” would return: [Comentarios]","                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           From the API paths presented it could be said that:","                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           From the API paths presented it could be said that: [Puntuación]","                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           From the API paths presented it could be said that: [Comentarios]","Which API path would you prefer to use?","Which API path would you prefer to use? [Puntuación]","Which API path would you prefer to use? [Comentarios]","From the API paths presented it could be said that:","From the API paths presented it could be said that: [Puntuación]","From the API paths presented it could be said that: [Comentarios]","Which API path would you prefer to use?","Which API path would you prefer to use? [Puntuación]","Which API path would you prefer to use? [Comentarios]","From the API paths presented it could be said that:","From the API paths presented it could be said that: [Puntuación]","From the API paths presented it could be said that: [Comentarios]","Which API path would you prefer to use?","Which API path would you prefer to use? [Puntuación]","Which API path would you prefer to use? [Comentarios]","From the API paths presented it could be said that:","From the API paths presented it could be said that: [Puntuación]","From the API paths presented it could be said that: [Comentarios]","Which API path would you prefer to use?","Which API path would you prefer to use? [Puntuación]","Which API path would you prefer to use? [Comentarios]","From the API paths presented it could be said that:","From the API paths presented it could be said that: [Puntuación]","From the API paths presented it could be said that: [Comentarios]","Regarding the API paths from the previous question, which one would you prefer to use?","Regarding the API paths from the previous question, which one would you prefer to use? [Puntuación]","Regarding the API paths from the previous question, which one would you prefer to use? [Comentarios]","From the API paths presented it could be said that:","From the API paths presented it could be said that: [Puntuación]","From the API paths presented it could be said that: [Comentarios]","Which API path would you prefer to use?","Which API path would you prefer to use? [Puntuación]","Which API path would you prefer to use? [Comentarios]","From the API paths presented it could be said that:","From the API paths presented it could be said that: [Puntuación]","From the API paths presented it could be said that: [Comentarios]","Which API path would you prefer to use?","Which API path would you prefer to use? [Puntuación]","Which API path would you prefer to use? [Comentarios]","From the API paths presented it could be said that:","From the API paths presented it could be said that: [Puntuación]","From the API paths presented it could be said that: [Comentarios]","Which API path would you prefer to use?","Which API path would you prefer to use? [Puntuación]","Which API path would you prefer to use? [Comentarios]","From the API paths presented it could be said that:","From the API paths presented it could be said that: [Puntuación]","From the API paths presented it could be said that: [Comentarios]","Which API path would you prefer to use?","Which API path would you prefer to use? [Puntuación]","Which API path would you prefer to use? [Comentarios]"
"2021/10/07 8:12:40 a. m. EET","0.00 / 0","yes, I have designed, implemented, and used them","-- / 0","","yes, I have designed, implemented, and used them","-- / 0","","yes, but I have only used them for data consumption","-- / 0","","more than 10","-- / 0","","yes","-- / 0","","sparql, rdf, n3,ttl, json-ld, ontologies, protégé, jena","-- / 0","","A list of resources","0.00 / 0","","The information of a specific resource","0.00 / 0","","A list of resources that match the search parameter value","0.00 / 0","","It is not possible to determine how they were generated (Indistinguishable)","-- / 0","","/local-businesses","-- / 0","","The 2nd was generated automatically and the 1st was generated manually","-- / 0","","/local-business/terrace/{id}","-- / 0","","The 1st was generated automatically and the 2nd was generated manually","-- / 0","","/shopping-areas","-- / 0","","The 1st was generated automatically and the 2nd was generated manually","-- / 0","","/air-quality-stations","-- / 0","","The 1st was generated automatically and the 2nd was generated manually","-- / 0","","/air-quality-stations/{air-quality-station-id}","-- / 0","","The 1st was generated automatically and the 2nd was generated manually","-- / 0","","/air-quality-observations","-- / 0","","The 2nd was generated automatically and the 1st was generated manually","-- / 0","","/service/public-procurement/contract","-- / 0","","The 2nd was generated automatically and the 1st was generated manually","-- / 0","","/service/public-procurement/contracting-body/{id}","-- / 0","","The 2nd was generated automatically and the 1st was generated manually","-- / 0","","/service/public-procurement/notice/{noticeId}","-- / 0",""
"2021/10/07 8:16:15 a. m. EET","0.00 / 0","no","-- / 0","","yes, but I have only used them for data consumption","-- / 0","","no","-- / 0","","between 1 and 5","-- / 0","","yes","-- / 0","","Jena, Virtuoso, ELDA, Sparql","-- / 0","","A list of resources","0.00 / 0","","The information of a specific resource","0.00 / 0","","A list of resources that match the search parameter value","0.00 / 0","","Both were generated automatically","-- / 0","","/local-business/local-business","-- / 0","","Both were generated automatically","-- / 0","","/local-business/terrace/{id}","-- / 0","","Both were generated automatically","-- / 0","","/local-business/shopping-area","-- / 0","","Both were generated automatically","-- / 0","","/service/air-quality/list","-- / 0","","Both were generated automatically","-- / 0","","/service/air-quality/list?id=”value”","-- / 0","","Both were generated automatically","-- / 0","","/service/air-quality","-- / 0","","Both were generated automatically","-- / 0","","/service/public-procurement/contract","-- / 0","","Both were generated automatically","-- / 0","","/organizations/{organization-id}","-- / 0","","Both were generated automatically","-- / 0","","/notices/{notice-id}","-- / 0",""
"2021/10/07 10:18:54 a. m. EET","0.00 / 0","yes, I have designed, implemented, and used them","-- / 0","","yes, I have designed, implemented, and used them","-- / 0","","no","-- / 0","","between 1 and 5","-- / 0","","yes","-- / 0","","Protégé, OpenRefine, RDFizer, Ontooloy (including its different services), Virtuoso.","-- / 0","","A list of resources","0.00 / 0","","A list of resources","0.00 / 0","","A list of resources that match the search parameter value","0.00 / 0","","The 1st was generated automatically and the 2nd was generated manually","-- / 0","","/local-businesses","-- / 0","","The 1st was generated automatically and the 2nd was generated manually","-- / 0","","/local-business/terrace/{id}","-- / 0","","The 1st was generated automatically and the 2nd was generated manually","-- / 0","","/local-business/shopping-area","-- / 0","","The 1st was generated automatically and the 2nd was generated manually","-- / 0","","/air-quality-stations","-- / 0","","The 1st was generated automatically and the 2nd was generated manually","-- / 0","","/service/air-quality/list?id=”value”","-- / 0","","The 1st was generated automatically and the 2nd was generated manually","-- / 0","","/service/air-quality","-- / 0","","The 1st was generated automatically and the 2nd was generated manually","-- / 0","","/service/public-procurement/contract","-- / 0","","The 1st was generated automatically and the 2nd was generated manually","-- / 0","","/service/public-procurement/contracting-body/{id}","-- / 0","","The 1st was generated automatically and the 2nd was generated manually","-- / 0","","/notices/{notice-id}","-- / 0",""
"2021/10/07 10:52:19 a. m. EET","0.00 / 0","yes, I have designed, implemented, and used them","-- / 0","","yes, I have designed, implemented, and used them","-- / 0","","no","-- / 0","","between 1 and 5","-- / 0","","yes","-- / 0","","RDF, SPARQL, OWL, TURTLE,...","-- / 0","","A list of resources","0.00 / 0","","The information of a specific resource","0.00 / 0","","A list of resources that match the search parameter value","0.00 / 0","","The 1st was generated automatically and the 2nd was generated manually","-- / 0","","/local-businesses","-- / 0","","The 1st was generated automatically and the 2nd was generated manually","-- / 0","","/terraces/{terrace-id}","-- / 0","","The 1st was generated automatically and the 2nd was generated manually","-- / 0","","/shopping-areas","-- / 0","","The 1st was generated automatically and the 2nd was generated manually","-- / 0","","/air-quality-stations","-- / 0","","Both were generated manually","-- / 0","","/air-quality-stations/{air-quality-station-id}","-- / 0","","The 1st was generated automatically and the 2nd was generated manually","-- / 0","","/air-quality-observations","-- / 0","","The 1st was generated automatically and the 2nd was generated manually","-- / 0","","/contracts","-- / 0","","The 1st was generated automatically and the 2nd was generated manually","-- / 0","","/organizations/{organization-id}","-- / 0","","The 1st was generated automatically and the 2nd was generated manually","-- / 0","","/notices/{notice-id}","-- / 0",""
"2021/10/07 7:04:04 p. m. EET","0.00 / 0","yes, I have designed, implemented, and used them","-- / 0","","yes, I have designed, implemented, and used them","-- / 0","","yes, but I have only used them for data consumption","-- / 0","","between 1 and 5","-- / 0","","yes","-- / 0","","RDF, SPARQL, OWL, SHACL, JSON-LD","-- / 0","","A list of resources","0.00 / 0","","The information of a specific resource","0.00 / 0","","A list of resources that match the search parameter value","0.00 / 0","","The 1st was generated automatically and the 2nd was generated manually","-- / 0","","/local-businesses","-- / 0","","It is not possible to determine how they were generated (Indistinguishable)","-- / 0","","/local-business/terrace/{id}","-- / 0","","It is not possible to determine how they were generated (Indistinguishable)","-- / 0","","/shopping-areas","-- / 0","","It is not possible to determine how they were generated (Indistinguishable)","-- / 0","","/air-quality-stations","-- / 0","","It is not possible to determine how they were generated (Indistinguishable)","-- / 0","","/air-quality-stations/{air-quality-station-id}","-- / 0","","It is not possible to determine how they were generated (Indistinguishable)","-- / 0","","/air-quality-observations","-- / 0","","It is not possible to determine how they were generated (Indistinguishable)","-- / 0","","/service/public-procurement/contract","-- / 0","","It is not possible to determine how they were generated (Indistinguishable)","-- / 0","","/service/public-procurement/contracting-body/{id}","-- / 0","","It is not possible to determine how they were generated (Indistinguishable)","-- / 0","","/service/public-procurement/notice/{noticeId}","-- / 0",""
"2021/10/07 7:33:12 p. m. EET","0.00 / 0","yes, I have designed, implemented, and used them","-- / 0","","yes, I have designed, implemented, and used them","-- / 0","","no","-- / 0","","between 6 and 10","-- / 0","","yes","-- / 0","","all!","-- / 0","","A list of resources","0.00 / 0","","The information of a specific resource","0.00 / 0","","A list of resources that match the search parameter value","0.00 / 0","","It is not possible to determine how they were generated (Indistinguishable)","-- / 0","","/local-businesses","-- / 0","","It is not possible to determine how they were generated (Indistinguishable)","-- / 0","","/local-business/terrace/{id}","-- / 0","","It is not possible to determine how they were generated (Indistinguishable)","-- / 0","","/local-business/shopping-area","-- / 0","","It is not possible to determine how they were generated (Indistinguishable)","-- / 0","","/air-quality-stations","-- / 0","","It is not possible to determine how they were generated (Indistinguishable)","-- / 0","","/air-quality-stations/{air-quality-station-id}","-- / 0","","It is not possible to determine how they were generated (Indistinguishable)","-- / 0","","/service/air-quality","-- / 0","","It is not possible to determine how they were generated (Indistinguishable)","-- / 0","","/service/public-procurement/contract","-- / 0","","It is not possible to determine how they were generated (Indistinguishable)","-- / 0","","/organizations/{organization-id}","-- / 0","","It is not possible to determine how they were generated (Indistinguishable)","-- / 0","","/notices/{notice-id}","-- / 0",""
"2021/10/07 10:58:04 p. m. EET","0.00 / 0","yes, but I have only used them","-- / 0","","yes, I have designed, implemented, and used them","-- / 0","","no","-- / 0","","between 1 and 5","-- / 0","","yes","-- / 0","","OWL, RDF, SPARQL, RDFa","-- / 0","","A list of resources","0.00 / 0","","A list of resources that match the search parameter value","0.00 / 0","","A list of resources that match the search parameter value","0.00 / 0","","The 1st was generated automatically and the 2nd was generated manually","-- / 0","","/local-businesses","-- / 0","","Both were generated manually","-- / 0","","/local-business/terrace/{id}","-- / 0","","Both were generated manually","-- / 0","","/shopping-areas","-- / 0","","The 1st was generated automatically and the 2nd was generated manually","-- / 0","","/air-quality-stations","-- / 0","","The 1st was generated automatically and the 2nd was generated manually","-- / 0","","/air-quality-stations/{air-quality-station-id}","-- / 0","","Both were generated manually","-- / 0","","Both","-- / 0","","Both were generated manually","-- / 0","","/contracts","-- / 0","","Both were generated manually","-- / 0","","/organizations/{organization-id}","-- / 0","","Both were generated manually","-- / 0","","/notices/{notice-id}","-- / 0",""
"2021/10/08 4:15:04 p. m. EET","0.00 / 0","yes, I have designed, implemented, and used them","-- / 0","","yes, I have designed, implemented, and used them","-- / 0","","no","-- / 0","","between 1 and 5","-- / 0","","yes","-- / 0","","SPARQL and OWL","-- / 0","","A list of resources","0.00 / 0","","The information of a specific resource","0.00 / 0","","A list of resources that match the search parameter value","0.00 / 0","","The 1st was generated automatically and the 2nd was generated manually","-- / 0","","/local-businesses","-- / 0","","It is not possible to determine how they were generated (Indistinguishable)","-- / 0","","/local-business/terrace/{id}","-- / 0","","The 1st was generated automatically and the 2nd was generated manually","-- / 0","","/shopping-areas","-- / 0","","Both were generated manually","-- / 0","","/service/air-quality/list","-- / 0","","The 2nd was generated automatically and the 1st was generated manually","-- / 0","","/service/air-quality/list?id=”value”","-- / 0","","The 1st was generated automatically and the 2nd was generated manually","-- / 0","","/air-quality-observations","-- / 0","","The 1st was generated automatically and the 2nd was generated manually","-- / 0","","/contracts","-- / 0","","Both were generated manually","-- / 0","","/service/public-procurement/contracting-body/{id}","-- / 0","","Both were generated manually","-- / 0","","/service/public-procurement/notice/{noticeId}","-- / 0",""
"2021/10/09 2:36:19 a. m. EET","0.00 / 0","yes, I have designed, implemented, and used them","-- / 0","","yes, I have designed, implemented, and used them","-- / 0","","yes, I have designed the schemes and queries needed to consume data","-- / 0","","between 1 and 5","-- / 0","","yes","-- / 0","","RDF, SPARQL, OWL","-- / 0","","A list of resources","0.00 / 0","","The information of a specific resource","0.00 / 0","","A list of resources that match the search parameter value","0.00 / 0","","It is not possible to determine how they were generated (Indistinguishable)","-- / 0","","/local-businesses","-- / 0","","It is not possible to determine how they were generated (Indistinguishable)","-- / 0","","/local-business/terrace/{id}","-- / 0","","It is not possible to determine how they were generated (Indistinguishable)","-- / 0","","/local-business/shopping-area","-- / 0","","It is not possible to determine how they were generated (Indistinguishable)","-- / 0","","/service/air-quality/list","-- / 0","","It is not possible to determine how they were generated (Indistinguishable)","-- / 0","","/air-quality-stations/{air-quality-station-id}","-- / 0","","It is not possible to determine how they were generated (Indistinguishable)","-- / 0","","/service/air-quality","-- / 0","","It is not possible to determine how they were generated (Indistinguishable)","-- / 0","","/service/public-procurement/contract","-- / 0","","It is not possible to determine how they were generated (Indistinguishable)","-- / 0","","/service/public-procurement/contracting-body/{id}","-- / 0","","It is not possible to determine how they were generated (Indistinguishable)","-- / 0","","/service/public-procurement/notice/{noticeId}","-- / 0",""
"2021/10/10 6:05:27 a. m. EET","0.00 / 0","yes, I have designed, implemented, and used them","-- / 0","","yes, I have designed, implemented, and used them","-- / 0","","no","-- / 0","","more than 10","-- / 0","","no","-- / 0","","","-- / 0","","A list of resources","0.00 / 0","","The information of a specific resource","0.00 / 0","","A list of resources that match the search parameter value","0.00 / 0","","It is not possible to determine how they were generated (Indistinguishable)","-- / 0","","/local-businesses","-- / 0","","It is not possible to determine how they were generated (Indistinguishable)","-- / 0","","/local-business/terrace/{id}","-- / 0","","It is not possible to determine how they were generated (Indistinguishable)","-- / 0","","/local-business/shopping-area","-- / 0","","It is not possible to determine how they were generated (Indistinguishable)","-- / 0","","/service/air-quality/list","-- / 0","","It is not possible to determine how they were generated (Indistinguishable)","-- / 0","","/air-quality-stations/{air-quality-station-id}","-- / 0","","It is not possible to determine how they were generated (Indistinguishable)","-- / 0","","/service/air-quality","-- / 0","","It is not possible to determine how they were generated (Indistinguishable)","-- / 0","","/service/public-procurement/contract","-- / 0","","It is not possible to determine how they were generated (Indistinguishable)","-- / 0","","/organizations/{organization-id}","-- / 0","","It is not possible to determine how they were generated (Indistinguishable)","-- / 0","","/notices/{notice-id}","-- / 0",""
